game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
22400208,7,2pt,1,PT11M46.00S,11:46,Q1 11:46,2,0,1610612743.0,Murray,J. Murray driving floating Jump Shot (2 PTS) (N. Jokić 1 AST),,foul,2,Medium
22400208,9,foul,1,PT11M46.00S,11:46,Q1 11:46,2,0,1610612742.0,Irving,K. Irving shooting personal FOUL (1 PF) (Murray 1 FT),2pt made,freethrow,2,Medium
22400208,11,freethrow,1,PT11M46.00S,11:46,Q1 11:46,3,0,1610612743.0,Murray,J. Murray Free Throw 1 of 1 (3 PTS),foul,foul,3,Medium
22400208,12,foul,1,PT11M36.00S,11:36,Q1 11:36,3,0,1610612743.0,Braun,C. Braun shooting personal FOUL (1 PF) (Dončić 2 FT),freethrow,freethrow,3,Medium
22400208,14,freethrow,1,PT11M36.00S,11:36,Q1 11:36,3,1,1610612742.0,Dončić,L. Dončić Free Throw 1 of 2 (1 PTS),foul,freethrow,2,Medium
22400208,15,freethrow,1,PT11M36.00S,11:36,Q1 11:36,3,1,1610612742.0,Dončić,MISS L. Dončić Free Throw 2 of 2,freethrow,rebound,2,Medium
22400208,16,rebound,1,PT11M34.00S,11:34,Q1 11:34,3,1,1610612743.0,Jokić,N. Jokić REBOUND (Off:0 Def:1),freethrow,3pt made,2,Medium
22400208,17,3pt,1,PT11M22.00S,11:22,Q1 11:22,6,1,1610612743.0,Porter Jr.,M. Porter Jr. 25' 3PT  (3 PTS) (J. Murray 1 AST),rebound,2pt made,5,Medium
22400208,19,2pt,1,PT10M56.00S,10:56,Q1 10:56,6,3,1610612742.0,Thompson,K. Thompson driving reverse Layup (2 PTS) (L. Dončić 1 AST),3pt made,3pt missed,3,Medium
22400208,21,3pt,1,PT10M36.00S,10:36,Q1 10:36,6,3,1610612743.0,Murray,MISS J. Murray 25' step back 3PT,2pt made,rebound,3,Medium
22400208,22,rebound,1,PT10M33.00S,10:33,Q1 10:33,6,3,1610612742.0,Gafford,D. Gafford REBOUND (Off:0 Def:1),3pt missed,3pt missed,3,Medium
22400208,23,3pt,1,PT10M21.00S,10:21,Q1 10:21,6,3,1610612742.0,Thompson,MISS K. Thompson 25' 3PT,rebound,rebound,3,Medium
22400208,24,rebound,1,PT10M18.00S,10:18,Q1 10:18,6,3,1610612743.0,Jokić,N. Jokić REBOUND (Off:0 Def:2),3pt missed,2pt made,3,Medium
22400208,25,2pt,1,PT10M09.00S,10:09,Q1 10:09,8,3,1610612743.0,Porter Jr.,M. Porter Jr. 17' pullup Jump Shot (5 PTS) (N. Jokić 2 AST),rebound,2pt missed,5,Medium
22400208,27,2pt,1,PT09M52.00S,09:52,Q1 09:52,8,3,1610612742.0,Irving,MISS K. Irving 8' driving floating Shot,2pt made,rebound,5,Medium
22400208,28,rebound,1,PT09M51.00S,09:51,Q1 09:51,8,3,1610612742.0,Gafford,D. Gafford REBOUND (Off:1 Def:1),2pt missed,3pt missed,5,Medium
22400208,29,3pt,1,PT09M49.00S,09:49,Q1 09:49,8,3,1610612742.0,Thompson,MISS K. Thompson 3PT,rebound,rebound,5,Medium
22400208,30,rebound,1,PT09M49.00S,09:49,Q1 09:49,8,3,1610612743.0,Porter Jr.,M. Porter Jr. REBOUND (Off:0 Def:1),3pt missed,2pt missed,5,Medium
22400208,31,2pt,1,PT09M43.00S,09:43,Q1 09:43,8,3,1610612743.0,Braun,MISS C. Braun running Layup - blocked,rebound,block,5,Medium
22400208,32,block,1,PT09M43.00S,09:43,Q1 09:43,8,3,1610612742.0,Dončić,L. Dončić BLOCK (1 BLK),2pt missed,rebound,5,Medium
22400208,33,rebound,1,PT09M40.00S,09:40,Q1 09:40,8,3,1610612743.0,Braun,C. Braun REBOUND (Off:1 Def:0),block,foul,5,Medium
22400208,34,foul,1,PT09M39.00S,09:39,Q1 09:39,8,3,1610612742.0,Gafford,D. Gafford shooting personal FOUL (1 PF) (Porter Jr. 2 FT),rebound,freethrow,5,Medium
22400208,36,freethrow,1,PT09M39.00S,09:39,Q1 09:39,8,3,1610612743.0,Porter Jr.,MISS M. Porter Jr. Free Throw 1 of 2,foul,rebound,5,Medium
22400208,37,rebound,1,PT09M39.00S,09:39,Q1 09:39,8,3,1610612743.0,,TEAM offensive REBOUND,freethrow,freethrow,5,Medium
22400208,38,freethrow,1,PT09M39.00S,09:39,Q1 09:39,9,3,1610612743.0,Porter Jr.,M. Porter Jr. Free Throw 2 of 2 (6 PTS),rebound,turnover,6,Medium
22400208,39,turnover,1,PT09M28.00S,09:28,Q1 09:28,9,3,1610612742.0,Thompson,K. Thompson lost ball TURNOVER (1 TO),freethrow,steal,6,Medium
22400208,40,steal,1,PT09M28.00S,09:28,Q1 09:28,9,3,1610612743.0,Porter Jr.,M. Porter Jr. STEAL (1 STL),turnover,2pt made,6,Medium
22400208,41,2pt,1,PT09M23.00S,09:23,Q1 09:23,11,3,1610612743.0,Braun,C. Braun running finger roll Layup (2 PTS) (M. Porter Jr. 1 AST),steal,2pt made,8,Medium
22400208,43,2pt,1,PT09M10.00S,09:10,Q1 09:10,11,5,1610612742.0,Gafford,D. Gafford cutting DUNK (2 PTS) (K. Thompson 1 AST),2pt made,3pt missed,6,Medium
22400208,45,3pt,1,PT08M53.00S,08:53,Q1 08:53,11,5,1610612743.0,Porter Jr.,MISS M. Porter Jr. 25' 3PT,2pt made,rebound,6,Medium
