date,gameId,playerName,team,opponent,nbaId,PTS,FGA,FTA,TOV,source
2002-05-13,gen_2002_20020513_DAL_SAC,Shawn Bradley,DAL,SAC,762,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-05,gen_2002_20020505_LAL_SAS,Slava Medvedenko,LAL,SAS,2098,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-24,gen_2002_20020524_LAL_SAC,Slava Medvedenko,LAL,SAC,2098,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-06-09,gen_2002_20020609_LAL_NJN,Slava Medvedenko,LAL,NJN,2098,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-21,gen_2002_20020421_DAL_MIN,Steve Nash,DAL,MIN,959,21.0,19.0,5.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-24,gen_2002_20020424_DAL_MIN,Steve Nash,DAL,MIN,959,17.0,14.0,2.0,3.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-28,gen_2002_20020428_DAL_MIN,Steve Nash,DAL,MIN,959,25.0,16.0,10.0,4.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-04,gen_2002_20020504_DAL_SAC,Steve Nash,DAL,SAC,959,12.0,12.0,1.0,4.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-06,gen_2002_20020506_DAL_SAC,Steve Nash,DAL,SAC,959,30.0,18.0,3.0,3.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-09,gen_2002_20020509_DAL_SAC,Steve Nash,DAL,SAC,959,15.0,19.0,3.0,3.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-11,gen_2002_20020511_DAL_SAC,Steve Nash,DAL,SAC,959,24.0,11.0,8.0,9.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-13,gen_2002_20020513_DAL_SAC,Steve Nash,DAL,SAC,959,12.0,9.0,3.0,3.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-14,gen_2002_20020514_LAL_SAS,Terry Porter,SAS,LAL,345,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-28,gen_2002_20020428_BOS_PHI,Tony Delk,BOS,PHI,960,0.0,0.0,0.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-31,gen_2002_20020531_BOS_NJN,Tony Delk,BOS,NJN,960,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-20,gen_2002_20020420_SAS_SEA,Vin Baker,SEA,SAS,452,22.0,16.0,3.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-22,gen_2002_20020422_SAS_SEA,Vin Baker,SEA,SAS,452,15.0,12.0,2.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-27,gen_2002_20020427_SAS_SEA,Vin Baker,SEA,SAS,452,10.0,14.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-01,gen_2002_20020501_SAS_SEA,Vin Baker,SEA,SAS,452,10.0,7.0,4.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-03,gen_2002_20020503_SAS_SEA,Vin Baker,SEA,SAS,452,9.0,9.0,0.0,1.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-28,gen_2002_20020428_BOS_PHI,Vonteego Cummings,PHI,BOS,1907,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-05,gen_2002_20020505_BOS_DET,Walter McCarty,BOS,DET,962,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-08,gen_2002_20020508_BOS_DET,Walter McCarty,BOS,DET,962,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-24,gen_2002_20020424_DAL_MIN,Wang Zhi-zhi,DAL,MIN,1917,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-05-06,gen_2002_20020506_DAL_SAC,Wang Zhi-zhi,DAL,SAC,1917,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-21,gen_2002_20020421_LAL_POR,Zach Randolph,POR,LAL,2216,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
2002-04-29,gen_2002_20020429_DET_TOR,Zeljko Rebraca,DET,TOR,1442,0.0,0.0,0.0,0.0,unavailable: game rows do not include scoring-TOV/heave/z-board/tech-FTA ingredients
