game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
22000080,8,2pt,1,PT11M39.00S,11:39,Q1 11:39,0,2,1610612752.0,Payton,E. Payton driving reverse Layup (2 PTS),,2pt missed,2,Low
22000080,9,2pt,1,PT11M19.00S,11:19,Q1 11:19,0,2,1610612754.0,Oladipo,MISS V. Oladipo 20' pullup Shot,2pt made,rebound,2,Low
22000080,10,rebound,1,PT11M17.00S,11:17,Q1 11:17,0,2,1610612752.0,Barrett,R. Barrett REBOUND (Off:0 Def:1),2pt missed,2pt missed,2,Low
22000080,11,2pt,1,PT11M06.00S,11:06,Q1 11:06,0,2,1610612752.0,Randle,MISS J. Randle 14' step back Shot,rebound,rebound,2,Low
22000080,12,rebound,1,PT11M02.00S,11:02,Q1 11:02,0,2,1610612754.0,Turner,M. Turner REBOUND (Off:0 Def:1),2pt missed,3pt missed,2,Low
22000080,13,3pt,1,PT10M54.00S,10:54,Q1 10:54,0,2,1610612754.0,Turner,MISS M. Turner 28' 3PT,rebound,rebound,2,Low
22000080,14,rebound,1,PT10M51.00S,10:51,Q1 10:51,0,2,1610612752.0,Bullock,R. Bullock REBOUND (Off:0 Def:1),3pt missed,3pt made,2,Low
22000080,15,3pt,1,PT10M43.00S,10:43,Q1 10:43,0,5,1610612752.0,Bullock,R. Bullock 28' 3PT  (3 PTS) (J. Randle 1 AST),rebound,3pt missed,5,Low
22000080,17,3pt,1,PT10M27.00S,10:27,Q1 10:27,0,5,1610612754.0,Turner,MISS M. Turner 3PT,3pt made,rebound,5,Low
22000080,18,rebound,1,PT10M23.00S,10:23,Q1 10:23,0,5,1610612752.0,Randle,J. Randle REBOUND (Off:0 Def:1),3pt missed,2pt missed,5,Low
22000080,19,2pt,1,PT10M15.00S,10:15,Q1 10:15,0,5,1610612752.0,Randle,MISS J. Randle 11' fadeaway Shot,rebound,rebound,5,Low
22000080,20,rebound,1,PT10M13.00S,10:13,Q1 10:13,0,5,1610612754.0,Oladipo,V. Oladipo REBOUND (Off:0 Def:1),2pt missed,2pt made,5,Low
22000080,21,2pt,1,PT10M04.00S,10:04,Q1 10:04,2,5,1610612754.0,Turner,M. Turner driving finger roll Layup (2 PTS),rebound,turnover,3,Low
22000080,22,turnover,1,PT09M49.00S,09:49,Q1 09:49,2,5,1610612752.0,Randle,J. Randle bad pass out-of-bounds TURNOVER (1 TO),2pt made,3pt made,3,Low
