game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
21500252,0,period,1,PT12M00.00S,12:00,Q1 12:00,0,0,1610612752.0,,Start of 1st Period (7:42 PM EST),,2pt made,0,Low
21500252,2,2pt,1,PT11M40.00S,11:40,Q1 11:40,0,2,1610612745.0,Howard,Howard 7' Hook Shot (2 PTS),period,2pt missed,2,Low
21500252,3,2pt,1,PT11M23.00S,11:23,Q1 11:23,0,0,1610612752.0,Porzingis,MISS Porzingis 9' Fadeaway Jumper,2pt made,rebound,0,Low
21500252,4,rebound,1,PT11M22.00S,11:22,Q1 11:22,0,0,1610612745.0,Beverley,Beverley REBOUND (Off:0 Def:1),2pt missed,3pt missed,0,Low
21500252,5,3pt,1,PT11M12.00S,11:12,Q1 11:12,0,0,1610612745.0,Harden,MISS Harden 25' 3PT Jump Shot,rebound,rebound,0,Low
21500252,6,rebound,1,PT11M12.00S,11:12,Q1 11:12,0,0,1610612752.0,Lopez,Lopez REBOUND (Off:0 Def:1),3pt missed,turnover,0,Low
21500252,7,turnover,1,PT10M59.00S,10:59,Q1 10:59,0,0,1610612752.0,Afflalo,Afflalo Bad Pass Turnover (P1.T1),rebound,steal,0,Low
21500252,7,steal,1,PT10M59.00S,10:59,Q1 10:59,0,0,1610612745.0,Harden,Harden STEAL (1 STL),turnover,2pt made,0,Low
21500252,8,2pt,1,PT10M54.00S,10:54,Q1 10:54,0,4,1610612745.0,Ariza,Ariza  Dunk (2 PTS) (Harden 1 AST),steal,3pt made,4,Low
21500252,9,3pt,1,PT10M32.00S,10:32,Q1 10:32,3,4,1610612752.0,Thomas,Thomas  3PT Jump Shot (3 PTS) (Porzingis 1 AST),2pt made,2pt missed,1,Low
21500252,10,2pt,1,PT10M10.00S,10:10,Q1 10:10,0,0,1610612745.0,Capela,MISS Capela 3' Layup,3pt made,block,0,Low
21500252,10,block,1,PT10M10.00S,10:10,Q1 10:10,0,0,1610612752.0,Porzingis,Porzingis BLOCK (1 BLK),2pt missed,rebound,0,Low
21500252,11,rebound,1,PT10M09.00S,10:09,Q1 10:09,0,0,1610612752.0,Calderon,Calderon REBOUND (Off:0 Def:1),block,2pt missed,0,Low
21500252,12,2pt,1,PT10M03.00S,10:03,Q1 10:03,0,0,1610612752.0,Calderon,MISS Calderon 17' Pullup Jump Shot,rebound,rebound,0,Low
21500252,13,rebound,1,PT10M03.00S,10:03,Q1 10:03,0,0,1610612752.0,Porzingis,Porzingis REBOUND (Off:1 Def:0),2pt missed,2pt made,0,Low
21500252,14,2pt,1,PT09M45.00S,09:45,Q1 09:45,5,4,1610612752.0,Afflalo,Afflalo 20' Jump Shot (2 PTS) (Lopez 1 AST),rebound,foul,1,Low
21500252,15,foul,1,PT09M40.00S,09:40,Q1 09:40,0,0,1610612752.0,Lopez,Lopez P.FOUL (P1.T1) (H.Workman),2pt made,2pt missed,0,Low
21500252,16,2pt,1,PT09M28.00S,09:28,Q1 09:28,0,0,1610612745.0,Harden,MISS Harden 20' Jump Shot,foul,rebound,0,Low
21500252,17,rebound,1,PT09M28.00S,09:28,Q1 09:28,0,0,1610612752.0,Porzingis,Porzingis REBOUND (Off:1 Def:1),2pt missed,2pt missed,0,Low
21500252,18,2pt,1,PT09M18.00S,09:18,Q1 09:18,0,0,1610612752.0,Calderon,MISS Calderon 19' Jump Shot,rebound,rebound,0,Low
21500252,19,rebound,1,PT09M17.00S,09:17,Q1 09:17,0,0,1610612752.0,,TEAM offensive REBOUND,2pt missed,foul,0,Low
21500252,20,foul,1,PT09M17.00S,09:17,Q1 09:17,0,0,1610612745.0,Howard,Howard L.B.FOUL (P1.T1) (H.Workman),rebound,foul,0,Low
21500252,21,foul,1,PT09M10.00S,09:10,Q1 09:10,0,0,1610612745.0,Ariza,Ariza S.FOUL (P1.T2) (D.Jones),foul,freethrow,0,Low
21500252,22,freethrow,1,PT09M10.00S,09:10,Q1 09:10,6,4,1610612752.0,Afflalo,Afflalo Free Throw 1 of 2 (3 PTS),foul,freethrow,2,Low
21500252,24,freethrow,1,PT09M10.00S,09:10,Q1 09:10,0,0,1610612752.0,Afflalo,MISS Afflalo Free Throw 2 of 2,freethrow,rebound,0,Low
21500252,26,rebound,1,PT09M09.00S,09:09,Q1 09:09,0,0,1610612745.0,Capela,Capela REBOUND (Off:0 Def:1),freethrow,2pt made,0,Low
21500252,27,2pt,1,PT08M54.00S,08:54,Q1 08:54,6,6,1610612745.0,Capela,Capela 3' Layup (2 PTS) (Howard 1 AST),rebound,foul,0,Low
21500252,28,foul,1,PT08M54.00S,08:54,Q1 08:54,0,0,1610612752.0,Lopez,Lopez S.FOUL (P2.T2) (D.Jones),2pt made,freethrow,0,Low
