game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
22300446,7,3pt,1,PT11M44.00S,11:44,Q1 11:44,0,0,1610612747.0,Prince,MISS T. Prince 3PT,,rebound,0,Medium
22300446,8,rebound,1,PT11M42.00S,11:42,Q1 11:42,0,0,1610612740.0,Williamson,Z. Williamson REBOUND (Off:0 Def:1),3pt missed,3pt made,0,Medium
22300446,9,3pt,1,PT11M33.00S,11:33,Q1 11:33,3,0,1610612740.0,McCollum,C. McCollum 25' 3PT step back (3 PTS) (Z. Williamson 1 AST),rebound,2pt missed,3,Medium
22300446,11,2pt,1,PT11M15.00S,11:15,Q1 11:15,3,0,1610612747.0,Davis,MISS A. Davis 17' Jump Shot,3pt made,rebound,3,Medium
22300446,12,rebound,1,PT11M12.00S,11:12,Q1 11:12,3,0,1610612740.0,Ingram,B. Ingram REBOUND (Off:0 Def:1),2pt missed,2pt made,3,Medium
22300446,14,2pt,1,PT10M57.00S,10:57,Q1 10:57,5,0,1610612740.0,Valanciunas,J. Valanciunas 18' Jump Shot (2 PTS) (C. McCollum 1 AST),rebound,2pt made,5,Medium
22300446,16,2pt,1,PT10M45.00S,10:45,Q1 10:45,5,2,1610612747.0,Hachimura,R. Hachimura 21' pullup Jump Shot (2 PTS) (A. Davis 1 AST),2pt made,turnover,3,Medium
22300446,17,turnover,1,PT10M25.00S,10:25,Q1 10:25,5,2,1610612740.0,Williamson,Z. Williamson lost ball TURNOVER (1 TO),2pt made,steal,3,Medium
22300446,18,steal,1,PT10M25.00S,10:25,Q1 10:25,5,2,1610612747.0,Hachimura,R. Hachimura STEAL (1 STL),turnover,turnover,3,Medium
22300446,19,turnover,1,PT10M21.00S,10:21,Q1 10:21,5,2,1610612747.0,Hachimura,R. Hachimura bad pass TURNOVER (1 TO),steal,steal,3,Medium
22300446,20,steal,1,PT10M21.00S,10:21,Q1 10:21,5,2,1610612740.0,McCollum,C. McCollum STEAL (1 STL),turnover,3pt missed,3,Medium
22300446,21,3pt,1,PT10M17.00S,10:17,Q1 10:17,5,2,1610612740.0,McCollum,MISS C. McCollum 25' running pullup 3PT,steal,rebound,3,Medium
22300446,22,rebound,1,PT10M15.00S,10:15,Q1 10:15,5,2,1610612747.0,Davis,A. Davis REBOUND (Off:0 Def:1),3pt missed,2pt made,3,Medium
22300446,23,2pt,1,PT10M12.00S,10:12,Q1 10:12,5,4,1610612747.0,Davis,A. Davis running Layup (2 PTS) (T. Prince 1 AST),rebound,turnover,1,Medium
22300446,25,turnover,1,PT09M59.00S,09:59,Q1 09:59,5,4,1610612740.0,Ingram,B. Ingram bad pass TURNOVER (1 TO),2pt made,steal,1,Medium
22300446,26,steal,1,PT09M59.00S,09:59,Q1 09:59,5,4,1610612747.0,Prince,T. Prince STEAL (1 STL),turnover,2pt missed,1,Medium
22300446,27,2pt,1,PT09M55.00S,09:55,Q1 09:55,5,4,1610612747.0,Vanderbilt,MISS J. Vanderbilt Layup - blocked,steal,block,1,Medium
