game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
22300002,7,2pt,1,PT11M40.00S,11:40,Q1 11:40,0,2,1610612752.0,Brunson,J. Brunson 18' step back Jump Shot (2 PTS),,2pt made,2,Medium
22300002,8,2pt,1,PT11M26.00S,11:26,Q1 11:26,2,2,1610612749.0,Antetokounmpo,G. Antetokounmpo driving reverse Layup (2 PTS) (D. Lillard 1 AST),2pt made,3pt missed,0,Medium
22300002,10,3pt,1,PT11M10.00S,11:10,Q1 11:10,2,2,1610612752.0,Randle,MISS J. Randle 28' 3PT,2pt made,rebound,0,Medium
22300002,11,rebound,1,PT11M06.00S,11:06,Q1 11:06,2,2,1610612749.0,Middleton,K. Middleton REBOUND (Off:0 Def:1),3pt missed,foul,0,Medium
22300002,12,foul,1,PT10M58.00S,10:58,Q1 10:58,2,2,1610612752.0,Randle,J. Randle personal FOUL (1 PF),rebound,2pt missed,0,Medium
22300002,14,2pt,1,PT10M50.00S,10:50,Q1 10:50,2,2,1610612749.0,Lillard,MISS D. Lillard 18' pullup Shot,foul,rebound,0,Medium
22300002,15,rebound,1,PT10M46.00S,10:46,Q1 10:46,2,2,1610612752.0,Robinson,M. Robinson REBOUND (Off:0 Def:1),2pt missed,2pt missed,0,Medium
22300002,16,2pt,1,PT10M39.00S,10:39,Q1 10:39,2,2,1610612752.0,Brunson,MISS J. Brunson 14' step back Shot,rebound,rebound,0,Medium
22300002,17,rebound,1,PT10M35.00S,10:35,Q1 10:35,2,2,1610612749.0,Beasley,M. Beasley REBOUND (Off:0 Def:1),2pt missed,2pt made,0,Medium
22300002,18,2pt,1,PT10M28.00S,10:28,Q1 10:28,4,2,1610612749.0,Antetokounmpo,G. Antetokounmpo driving finger roll Layup (4 PTS),rebound,3pt missed,2,Medium
22300002,19,3pt,1,PT10M09.00S,10:09,Q1 10:09,4,2,1610612752.0,Randle,MISS J. Randle 29' 3PT,2pt made,rebound,2,Medium
22300002,20,rebound,1,PT10M09.00S,10:09,Q1 10:09,4,2,1610612749.0,Middleton,K. Middleton REBOUND (Off:0 Def:2),3pt missed,3pt made,2,Medium
22300002,21,3pt,1,PT09M58.00S,09:58,Q1 09:58,7,2,1610612749.0,Middleton,K. Middleton 24' 3PT step back (3 PTS),rebound,2pt missed,5,Medium
22300002,22,2pt,1,PT09M50.00S,09:50,Q1 09:50,7,2,1610612752.0,Brunson,MISS J. Brunson 14' pullup Shot,3pt made,rebound,5,Medium
22300002,23,rebound,1,PT09M48.00S,09:48,Q1 09:48,7,2,1610612752.0,Robinson,M. Robinson REBOUND (Off:1 Def:1),2pt missed,2pt missed,5,Medium
22300002,27,2pt,1,PT09M48.00S,09:48,Q1 09:48,7,2,1610612752.0,Robinson,MISS M. Robinson tip Layup,rebound,rebound,5,Medium
22300002,28,rebound,1,PT09M47.00S,09:47,Q1 09:47,7,2,1610612749.0,Middleton,K. Middleton REBOUND (Off:0 Def:3),2pt missed,2pt made,5,Medium
22300002,24,2pt,1,PT09M39.00S,09:39,Q1 09:39,9,2,1610612749.0,Antetokounmpo,G. Antetokounmpo running Layup (6 PTS),rebound,timeout,7,Medium
22300002,25,timeout,1,PT09M34.00S,09:34,Q1 09:34,9,2,1610612752.0,,NYK Timeout,2pt made,2pt missed,7,Medium
22300002,87,2pt,1,PT09M18.00S,09:18,Q1 09:18,9,2,1610612752.0,Hart,MISS J. Hart 8' driving floating Shot,timeout,rebound,7,Medium
22300002,88,rebound,1,PT09M15.00S,09:15,Q1 09:15,9,2,1610612749.0,,TEAM defensive REBOUND,2pt missed,2pt made,7,Medium
22300002,31,2pt,1,PT09M03.00S,09:03,Q1 09:03,11,2,1610612749.0,Middleton,K. Middleton driving bank Hook (5 PTS),rebound,2pt missed,9,Medium
