game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
21300292,0,period,1,PT12M00.00S,12:00,Q1 12:00,0,0,1610612741.0,,Start of 1st Period (8:11 PM EST),,turnover,0,Low
21300292,2,turnover,1,PT11M37.00S,11:37,Q1 11:37,0,0,1610612765.0,Drummond,Drummond Lost Ball Turnover (P1.T1),period,steal,0,Low
21300292,2,steal,1,PT11M37.00S,11:37,Q1 11:37,0,0,1610612741.0,Hinrich,Hinrich STEAL (1 STL),turnover,2pt made,0,Low
21300292,3,2pt,1,PT11M17.00S,11:17,Q1 11:17,2,0,1610612741.0,Gibson,Gibson 14' Turnaround Jump Shot (2 PTS) (Hinrich 1 AST),steal,2pt made,2,Low
21300292,4,2pt,1,PT10M57.00S,10:57,Q1 10:57,2,2,1610612765.0,Jennings,Jennings 12' Jump Shot (2 PTS),2pt made,2pt made,0,Low
21300292,5,2pt,1,PT10M39.00S,10:39,Q1 10:39,4,2,1610612741.0,Gibson,Gibson 7' Jump Shot (4 PTS),2pt made,2pt made,2,Low
21300292,6,2pt,1,PT10M23.00S,10:23,Q1 10:23,4,4,1610612765.0,Smith,Smith 5' Hook Shot (2 PTS) (Monroe 1 AST),2pt made,2pt missed,0,Low
21300292,8,2pt,1,PT10M04.00S,10:04,Q1 10:04,0,0,1610612741.0,Hinrich,MISS Hinrich 6' Floating Jump Shot,2pt made,rebound,0,Low
21300292,9,rebound,1,PT10M03.00S,10:03,Q1 10:03,0,0,1610612765.0,Smith,Smith REBOUND (Off:0 Def:1),2pt missed,3pt made,0,Low
21300292,10,3pt,1,PT09M58.00S,09:58,Q1 09:58,4,7,1610612765.0,Jennings,Jennings 24' 3PT Jump Shot (5 PTS),rebound,2pt made,3,Low
21300292,11,2pt,1,PT09M36.00S,09:36,Q1 09:36,6,7,1610612741.0,Boozer,Boozer 6' Fadeaway Jumper (2 PTS),3pt made,2pt missed,1,Low
21300292,12,2pt,1,PT09M18.00S,09:18,Q1 09:18,0,0,1610612765.0,Smith,MISS Smith 11' Jump Shot,2pt made,rebound,0,Low
21300292,13,rebound,1,PT09M17.00S,09:17,Q1 09:17,0,0,1610612741.0,Noah,Noah REBOUND (Off:0 Def:1),2pt missed,2pt missed,0,Low
21300292,14,2pt,1,PT09M02.00S,09:02,Q1 09:02,0,0,1610612741.0,Gibson,MISS Gibson 14' Jump Shot,rebound,2pt missed,0,Low
21300292,15,2pt,1,PT09M00.00S,09:00,Q1 09:00,0,0,1610612741.0,Boozer,MISS Boozer 4' Jump Shot,2pt missed,block,0,Low
21300292,15,block,1,PT09M00.00S,09:00,Q1 09:00,0,0,1610612765.0,Monroe,Monroe BLOCK (1 BLK),2pt missed,rebound,0,Low
21300292,16,rebound,1,PT09M00.00S,09:00,Q1 09:00,0,0,1610612741.0,Boozer,Boozer REBOUND (Off:1 Def:0),block,rebound,0,Low
21300292,17,rebound,1,PT08M57.00S,08:57,Q1 08:57,0,0,1610612765.0,Smith,Smith REBOUND (Off:0 Def:2),rebound,turnover,0,Low
21300292,18,turnover,1,PT08M53.00S,08:53,Q1 08:53,0,0,1610612765.0,Smith,Smith Bad Pass Turnover (P1.T2),rebound,steal,0,Low
21300292,18,steal,1,PT08M53.00S,08:53,Q1 08:53,0,0,1610612741.0,Hinrich,Hinrich STEAL (2 STL),turnover,foul,0,Low
21300292,22,foul,1,PT08M52.00S,08:52,Q1 08:52,0,0,1610612765.0,Smith,Smith S.FOUL (P1.T1),steal,freethrow,0,Low
