game_id,actionNumber,actionType,period,clock,clock_display,game_clock,scoreHome,scoreAway,teamId,playerName,description,previous_action,next_action,score_margin,leverage_bucket
21600438,0,period,1,PT12M00.00S,12:00,Q1 12:00,0,0,1610612752.0,,Start of 1st Period (7:42 PM EST),,foul,0,Low
21600438,2,foul,1,PT11M38.00S,11:38,Q1 11:38,0,0,1610612753.0,Gordon,Gordon S.FOUL (P1.T1) (E.Dalen),period,freethrow,0,Low
21600438,3,freethrow,1,PT11M38.00S,11:38,Q1 11:38,1,0,1610612752.0,Anthony,Anthony Free Throw 1 of 2 (1 PTS),foul,freethrow,1,Low
21600438,5,freethrow,1,PT11M38.00S,11:38,Q1 11:38,2,0,1610612752.0,Anthony,Anthony Free Throw 2 of 2 (2 PTS),freethrow,3pt missed,2,Low
21600438,7,3pt,1,PT11M15.00S,11:15,Q1 11:15,0,0,1610612753.0,Ibaka,MISS Ibaka 25' 3PT Jump Shot,freethrow,rebound,0,Low
21600438,8,rebound,1,PT11M14.00S,11:14,Q1 11:14,0,0,1610612753.0,Biyombo,Biyombo REBOUND (Off:1 Def:0),3pt missed,2pt missed,0,Low
21600438,9,2pt,1,PT11M12.00S,11:12,Q1 11:12,0,0,1610612753.0,Biyombo,MISS Biyombo 5' Hook Shot,rebound,rebound,0,Low
21600438,10,rebound,1,PT11M11.00S,11:11,Q1 11:11,0,0,1610612752.0,,TEAM defensive REBOUND,2pt missed,turnover,0,Low
21600438,11,turnover,1,PT10M49.00S,10:49,Q1 10:49,0,0,1610612752.0,Noah,Noah Lost Ball Turnover (P1.T1),rebound,steal,0,Low
21600438,11,steal,1,PT10M49.00S,10:49,Q1 10:49,0,0,1610612753.0,Biyombo,Biyombo STEAL (1 STL),turnover,2pt made,0,Low
21600438,12,2pt,1,PT10M43.00S,10:43,Q1 10:43,2,2,1610612753.0,Gordon,Gordon  Alley Oop Dunk (2 PTS) (Augustin 1 AST),steal,foul,0,Low
21600438,13,foul,1,PT10M31.00S,10:31,Q1 10:31,0,0,1610612753.0,Ibaka,Ibaka S.FOUL (P1.T2) (S.Wright),2pt made,freethrow,0,Low
21600438,14,freethrow,1,PT10M31.00S,10:31,Q1 10:31,3,2,1610612752.0,Noah,Noah Free Throw 1 of 2 (1 PTS),foul,freethrow,1,Low
21600438,16,freethrow,1,PT10M31.00S,10:31,Q1 10:31,4,2,1610612752.0,Noah,Noah Free Throw 2 of 2 (2 PTS),freethrow,turnover,2,Low
21600438,18,turnover,1,PT10M23.00S,10:23,Q1 10:23,0,0,1610612753.0,Ibaka,Ibaka Traveling Turnover (P1.T1),freethrow,2pt made,0,Low
21600438,19,2pt,1,PT10M12.00S,10:12,Q1 10:12,6,2,1610612752.0,Anthony,Anthony 15' Jump Shot (4 PTS) (Rose 1 AST),turnover,2pt made,4,Low
21600438,20,2pt,1,PT09M58.00S,09:58,Q1 09:58,6,4,1610612753.0,Ibaka,Ibaka 15' Jump Shot (2 PTS),2pt made,2pt made,2,Low
21600438,21,2pt,1,PT09M47.00S,09:47,Q1 09:47,8,4,1610612752.0,Rose,Rose 7' Floating Jump Shot (2 PTS),2pt made,2pt made,4,Low
21600438,22,2pt,1,PT09M34.00S,09:34,Q1 09:34,8,6,1610612753.0,Fournier,Fournier 16' Jump Shot (2 PTS),2pt made,2pt missed,2,Low
21600438,23,2pt,1,PT09M21.00S,09:21,Q1 09:21,0,0,1610612752.0,Anthony,MISS Anthony 19' Jump Shot,2pt made,rebound,0,Low
21600438,24,rebound,1,PT09M20.00S,09:20,Q1 09:20,0,0,1610612753.0,Ibaka,Ibaka REBOUND (Off:0 Def:1),2pt missed,3pt missed,0,Low
21600438,25,3pt,1,PT09M12.00S,09:12,Q1 09:12,0,0,1610612753.0,Gordon,MISS Gordon 24' 3PT Jump Shot,rebound,rebound,0,Low
